id,sub_area,kremlin_km,kremlin_km_new,latitude,longitude
1,Bibirevo,15.15621058,15.156691739152118,55.88771541137124,37.59288004013378
2,Nagatinskij Zaton,8.698054189,8.681034048189323,55.68478975919732,37.687819458193985
3,Tekstil'shhiki,9.067884956,9.028720651897856,55.712887157190636,37.74392002341137
4,Mitino,19.48700542,19.494436511304826,55.847130280936454,37.35553149498328
5,Basmannoe,2.578670647,2.548682172537505,55.756594220735785,37.657611461538465
6,Nizhegorodskoe,5.645795859,5.6793213842669985,55.73161875585284,37.70076574247492
7,Sokol'niki,6.468718768,6.463032358376822,55.803423217391305,37.666242317725754
8,Bibirevo,15.77042634,15.77184889254961,55.893959277591975,37.61877260869566
9,Koptevo,10.357535,10.312547738043436,55.82839868227425,37.52383319063545
10,Kuncevo,10.86912007,11.052553503691195,55.72849682274247,37.446155484949834
11,Kosino-Uhtomskoe,17.06679632,17.0490283869557,55.7066432909699,37.877698294314385
12,Zapadnoe Degunino,16.13770406,16.170229355610648,55.88459347826087,37.510886906354514
13,Kuncevo,13.2028609,13.194520878808882,55.744106488294314,37.407316632107026
14,Presnenskoe,4.450091361,4.414711860672746,55.76283808695652,37.54972575919733
15,Lefortovo,5.469215614,5.472329221584938,55.75347228762542,37.70508117056856
16,Mar'ino,14.11860041,14.115525010813897,55.65044849498328,37.752550879598665
17,Kuz'minki,10.31352228,10.311379167100093,55.7066432909699,37.761181735785954
18,Nagornoe,8.927901339,8.906387889500138,55.67230202675585,37.605826324414714
19,Kosino-Uhtomskoe,17.42368658,17.412484072934205,55.70352135785953,37.882013722408026
20,Gol'janovo,11.99140951,11.91735670890674,55.80966708361204,37.77844344816054
21,Vnukovo,27.17480611,27.175980677020505,55.606741431438124,37.26922293311037
22,Juzhnoe Tushino,13.91848212,13.940900077562432,55.83776448160535,37.45478634113712
23,Severnoe Tushino,16.22013333,16.23394369894583,55.86586187959866,37.45478634113712
24,Chertanovo Central'noe,15.20493154,15.203629842123824,55.61610723076923,37.59288004013378
25,Juzhnoe Tushino,15.76595734,15.800907687562612,55.84088641471572,37.42026291638796
26,Fili Davydkovo,10.15250217,10.183515559000627,55.73161875585284,37.45910176923077
27,Otradnoe,12.2453805,12.23849832276706,55.859618013377926,37.5756183277592
28,Novo-Peredelkino,19.68847158,19.693224441406883,55.644204628762544,37.36847777926422
29,Bogorodskoe,9.068351888,9.073161481212027,55.82215481605351,37.692134886287626
30,Jaroslavskoe,11.55160025,11.569388184691865,55.850252214046826,37.67918860200669
31,Strogino,14.41586649,14.413607902004998,55.77220388628763,37.39005491973244
32,Hovrino,15.01059889,14.994009070249383,55.86898381270903,37.49794062207358
33,Bibirevo,16.04707598,16.118988729831567,55.89708121070234,37.61877260869566
34,Moskvorech'e-Saburovo,12.33917428,12.361401317965758,55.64732656187291,37.68350403010034
35,Staroe Krjukovo,37.20515244,37.22386316963733,55.98137340468227,37.18291437123746
36,Mar'ino,14.18326607,14.175575216586166,55.653570428093644,37.761181735785954
37,Ljublino,10.69493206,10.69497351002197,55.68478975919732,37.73960459531773
38,Caricyno,14.61997452,14.601582990751538,55.622351096989966,37.65329603344482
39,Veshnjaki,12.32333481,12.32621422591847,55.73786262207358,37.8129668729097
40,Veshnjaki,12.85543932,12.862111487674776,55.73786262207358,37.82159772909699
41,Danilovskoe,3.921425922,3.933647763770807,55.71913102341137,37.64034974916388
42,Caricyno,13.19335936,13.188043046784603,55.63483882943144,37.64898060535117
43,Preobrazhenskoe,9.145116862,9.124903010742448,55.79717935117057,37.73960459531773
44,Kon'kovo,12.69310373,12.707145082051904,55.64732656187291,37.536779474916386
45,Brateevo,14.91321439,14.958072748088586,55.63796076254181,37.74392002341137
46,Mitino,17.94890404,17.95626191408493,55.84400834782609,37.381424063545154
47,Vostochnoe Izmajlovo,12.45895118,12.44785520944456,55.790935484949834,37.80433601672241
48,Novo-Peredelkino,18.93333859,18.953416955502142,55.66293622742475,37.35984692307692
49,Jaroslavskoe,14.27223184,14.313480465062758,55.86898381270903,37.71371202675586
50,Zapadnoe Degunino,14.41877416,14.46661252770473,55.8721057458194,37.5281486187291
51,Caricyno,14.61997452,14.601582990751538,55.622351096989966,37.65329603344482
52,Vyhino-Zhulebino,16.17954734,16.160372971844826,55.69103362541806,37.85180572575251
53,Tekstil'shhiki,7.907519074,7.917554593472865,55.716009090301,37.72665831103679
54,Donskoe,5.048867488,5.049876922373164,55.709765224080265,37.58856461204014
55,Ljublino,11.81055208,11.81635920925787,55.67542395986622,37.74823545150502
56,Novogireevo,11.06517573,11.143386733088086,55.75035035451505,37.79570516053512
57,Bogorodskoe,9.766482309,9.783015018893513,55.812789016722405,37.730973739130434
58,Juzhnoe Butovo,24.90618499,24.912996121768245,55.5318150367893,37.54541033110368
59,Sokol,9.204766851,9.199451597006103,55.803423217391305,37.502256050167226
60,Chertanovo Central'noe,15.61823375,15.612350729014945,55.61298529765886,37.58424918394649
61,Kurkino,19.58152764,19.60042845617554,55.87834961204013,37.39868577591974
62,Izmajlovo,11.53828421,11.515926474127316,55.77844775250836,37.79570516053512
63,Preobrazhenskoe,7.988774995,8.03130895288442,55.79717935117057,37.7180274548495
64,Novogireevo,12.53908266,12.52466826606971,55.744106488294314,37.817282301003345
65,Donskoe,6.122810056,6.128742508177907,55.69727749163879,37.627403464882946
66,Severnoe Medvedkovo,14.35624953,14.452781881755024,55.881471545150504,37.64034974916388
67,Strogino,14.88441338,14.876204913934634,55.81903288294314,37.411632060200674
68,Donskoe,5.048867488,5.049876922373164,55.709765224080265,37.58856461204014
69,Rostokino,9.404261411,9.382480332779773,55.83464254849498,37.64898060535117
70,Orehovo-Borisovo Severnoe,16.45202723,16.418381893432315,55.609863364548495,37.687819458193985
71,Bibirevo,15.23459354,15.186596561770079,55.88771541137124,37.58856461204014
72,Ochakovo-Matveevskoe,13.08630242,13.09124898472562,55.67542395986622,37.45910176923077
73,Taganskoe,3.236725501,3.1919667489336234,55.73786262207358,37.661926889632106
74,Dmitrovskoe,14.9674249,15.01142333498393,55.87834961204013,37.532464046822746
75,Donskoe,4.549846342,4.54693309496894,55.712887157190636,37.597195468227426
76,Vyhino-Zhulebino,12.16178667,12.102293438198178,55.716009090301,37.80002058862876
77,Orehovo-Borisovo Juzhnoe,17.81151777,17.810829936662866,55.609863364548495,37.74823545150502
78,Kuz'minki,11.55109863,11.540834075354612,55.69727749163879,37.77412802006689
79,Teplyj Stan,15.95980721,15.957201013674142,55.62547303010033,37.49794062207358
80,Izmajlovo,12.47054357,12.456857699670358,55.79717935117057,37.80002058862876
81,Gol'janovo,12.90687237,12.944193453978722,55.81903288294314,37.787074304347826
82,Juzhnoe Butovo,23.6381015,23.635177442065523,55.541180836120404,37.571302899665554
83,Hovrino,15.44433705,15.429352869951488,55.8721057458194,37.49362519397994
84,Basmannoe,5.798406149,5.8038679232381565,55.77532581939799,37.70076574247492
85,Juzhnoe Butovo,22.85345731,22.857538232745092,55.54742470234114,37.58424918394649
86,Babushkinskoe,13.68062591,13.682597797829391,55.8721057458194,37.666242317725754
87,Bogorodskoe,8.454494232,8.48495104918312,55.81591094983278,37.692134886287626
88,Staroe Krjukovo,36.66979069,36.68939238352481,55.984495337792644,37.20017608361204
89,Pokrovskoe Streshnevo,11.61569282,11.617544563825634,55.825276749163876,37.48499433779264
90,Kon'kovo,13.47367148,13.484049976895992,55.644204628762544,37.51951776254181
91,Obruchevskoe,12.58901859,12.565879959252165,55.653570428093644,37.51951776254181
92,Filevskij Park,7.640407131,7.659266390121876,55.73786262207358,37.49794062207358
93,Troparevo-Nikulino,11.73428115,12.023148024994546,55.68166782608696,37.472048053511706
94,Severnoe Butovo,20.17649107,20.194493742763573,55.57240016722408,37.571302899665554
95,Otradnoe,11.63605008,11.629532870833225,55.85649608026756,37.605826324414714
96,Hamovniki,3.112845828,3.093849532448096,55.73161875585284,37.58424918394649
97,Juzhnoe Tushino,15.43932721,15.439357441956714,55.847130280936454,37.437524628762546
98,Moskvorech'e-Saburovo,13.29110581,13.297461791400968,55.64108269565217,37.69645031438127
99,Solncevo,17.09906771,17.131441276687163,55.656692361204016,37.40300120401338
100,Orehovo-Borisovo Severnoe,16.47937366,16.486235620990758,55.61610723076923,37.722342882943146
101,Tekstil'shhiki,7.658443944,7.588576996021844,55.722252956521736,37.72665831103679
102,Dorogomilovo,3.103263595,3.0352426975846605,55.744106488294314,37.571302899665554
103,Bibirevo,15.73710593,15.77184889254961,55.893959277591975,37.61877260869566
104,Severnoe Medvedkovo,14.59283418,14.598034992379342,55.881471545150504,37.657611461538465
105,Timirjazevskoe,10.22408395,10.227362483531396,55.83464254849498,37.54541033110368
106,Bogorodskoe,8.022196984,8.090167456186673,55.803423217391305,37.70939659866221
107,Lianozovo,15.55295113,15.565142745000516,55.890837344481604,37.58424918394649
108,Zapadnoe Degunino,15.06995554,15.039319412101968,55.8721057458194,37.506571478260874
109,Izmajlovo,8.807559671,8.799720397216486,55.78156968561873,37.74823545150502
110,Hovrino,14.08102571,14.10150899375134,55.859618013377926,37.49794062207358
111,Pechatniki,9.255590411,9.254514721275173,55.69103362541806,37.7180274548495
112,Bogorodskoe,8.391636715,8.375861985607823,55.81903288294314,37.67918860200669
113,Krjukovo,38.63354573,38.64739817090455,55.984495337792644,37.15702180267559
114,Lefortovo,5.761174676,5.761591350503245,55.756594220735785,37.70939659866221
115,Gol'janovo,12.21702258,12.29063068147945,55.81903288294314,37.77412802006689
116,Dmitrovskoe,16.54739564,16.561178612562973,55.893959277591975,37.536779474916386
117,Jasenevo,17.17148587,17.176421324449805,55.609863364548495,37.510886906354514
118,Novo-Peredelkino,19.53960009,19.55336621182004,55.656692361204016,37.35553149498328
119,Chertanovo Severnoe,13.46359069,13.449645175335561,55.631716896321066,37.597195468227426
120,Rjazanskij,8.839252407,8.822933833452291,55.722252956521736,37.74823545150502
121,Vyhino-Zhulebino,12.59036994,12.60107667230776,55.709765224080265,37.80433601672241
122,Lianozovo,15.69361904,15.694065463420191,55.890837344481604,37.571302899665554
123,Silino,37.90361367,37.89529951817998,55.98761727090301,37.17859894314382
124,Ochakovo-Matveevskoe,12.70520529,12.708598754189282,55.69103362541806,37.446155484949834
125,Hamovniki,3.778450629,3.7879648762269253,55.722252956521736,37.58856461204014
126,Bogorodskoe,8.259983941,8.243081528559724,55.80966708361204,37.70076574247492
127,Donskoe,6.12786558,6.128742508177907,55.69727749163879,37.627403464882946
128,Orehovo-Borisovo Severnoe,15.03695598,15.01502412382231,55.62547303010033,37.70076574247492
129,Ivanovskoe,13.06619003,13.057809165367853,55.759716153846156,37.825913157190634
130,Lefortovo,5.53869081,5.534642915425578,55.759716153846156,37.70508117056856
131,Golovinskoe,12.44714801,12.454463915747429,55.85337414715719,37.532464046822746
132,Ivanovskoe,13.66865858,13.656404269105291,55.76596002006689,37.83454401337793
133,Otradnoe,12.29626777,12.300460720502256,55.8627399464883,37.61877260869566
134,Obruchevskoe,10.61340392,10.586258435590711,55.666058160535115,37.54541033110368
135,Kon'kovo,12.52351362,12.502548993068592,55.65044849498328,37.532464046822746
136,Lefortovo,6.067378669,6.06892407825899,55.759716153846156,37.71371202675586
137,Novokosino,14.71686976,14.706350889070468,55.74098455518395,37.85180572575251
138,Bogorodskoe,8.456131078,8.48495104918312,55.81591094983278,37.692134886287626
139,Taganskoe,4.538423495,4.551687176260944,55.734740688963214,37.68350403010034
140,Nagatino-Sadovniki,7.527602727,7.538464808015701,55.68478975919732,37.63171889297659
141,Dmitrovskoe,14.96447148,14.917950512086591,55.87834961204013,37.536779474916386
142,Orehovo-Borisovo Severnoe,15.15935434,15.16600211487981,55.622351096989966,37.692134886287626
143,Severnoe Medvedkovo,14.90243674,14.89750840351586,55.88459347826087,37.65329603344482
144,Izmajlovo,12.33199336,12.321756489716613,55.7940574180602,37.80002058862876
145,Birjulevo Vostochnoe,17.7292386,17.73185804451457,55.59425369899665,37.657611461538465
146,Severnoe Izmajlovo,13.95951442,13.970981392448508,55.803423217391305,37.82159772909699
147,Sokolinaja Gora,7.291411509,7.290455271500336,55.77532581939799,37.72665831103679
148,Nagatino-Sadovniki,8.067295599,8.0758620267387,55.68166782608696,37.64898060535117
149,Nagatinskij Zaton,7.946767256,7.946157337687768,55.69103362541806,37.68350403010034
150,Vostochnoe Degunino,14.55797322,14.516819461225992,55.87834961204013,37.55835661538462
151,Ljublino,11.71993975,11.721339733015375,55.68166782608696,37.756866307692306
152,Novo-Peredelkino,20.75609694,20.760653032366818,55.63796076254181,37.35553149498328
153,Chertanovo Central'noe,14.92453316,14.92460950023008,55.619229163879595,37.58424918394649
154,Prospekt Vernadskogo,10.85060308,10.84452055945006,55.68166782608696,37.49794062207358
155,Savelki,35.49780844,35.524915379140836,55.99073920401338,37.23901493645485
